Video_ID,Views,Likes,Dislikes
c44cNsKNIP0,1396517,25156,230
c3aIdhWe8NE,474413,5892,65
c2r3sF9vAGs,793467,10027,303
c2U6diYTnxA,251303,2452,107
c2SfijID-BI,3176538,49902,2597
c1INUWDiCy4,272749,83,31
c0GXhS6kr1w,277719,5861,88
c078AVNTjM4,1106454,33592,426
c-b2HXpbg7U,1263988,17637,815
c-_SiC10Tis,133307,2802,53
c-9XFyZv7ks,250688,3261,147
bzRjfA_9Akw,1771205,3949,569
bz5zMMltR7E,443982,6143,143
byzi6iCWaC0,119344,1976,38
byHpC7gdIwk,9390,161,8
bxWPPrDpqr8,645013,12404,359
bwZiodYwXoc,437254,2633,115
bviSgFtx6Ho,15533,123,13
btSDddn1Vew,643268,26177,220
bsLwEcAv62Q,1872779,37738,543
bpcumpX5oMU,74390,1277,46
bpUpNv9uNSI,227710,1245,365
bpD3hkdqJkE,156955,3149,83
bnBM2Zd54cw,4073686,178147,1364
bjU2uSod-ow,370118,9332,103
bhk6QJDMIDo,27992,1056,181
bh8wVvRh0HE,270695,8645,264
bgKEoHNi3Uc,4628104,54219,1668
bgDfLnUyksY,47722,1038,45
bdqTyvvSmqo,198046,8313,150
bdpYpulGCKc,5468906,117440,5486
bdmXgt7uE_Q,256605,1507,55
bd02r6CrkZU,604152,894,66
bcR85-q4Dek,98445,894,117
bbRBOq8jajg,2226278,19501,1534
bavxSSbMwd4,132974,2714,116
ba4_uGDHTvA,63321,559,119
bXgPU_e5eoU,10193,52,3
bXXTjaDsbMM,482343,5053,500
bXPX8KKwKMo,50153,2084,54
bWw9CvqoxEk,82274,396,182
bWJvNd9JMlU,931973,16070,595
bV60Oj068zU,167444,968,41
bUzxiWLH60I,319425,3286,164
bUN5uSu_VQM,2571288,12670,2117
bU-vnDmxd1Q,431681,2773,319
bT6wtBJsgyU,104941,875,59
bT4xuTTLy9E,72460,1043,55
bT35VuJRs9A,115130,4214,69
bSbF25mXDyM,609193,28702,183
bSR4aocx6h4,313633,459,55
bRC4YjszHTA,647354,16637,348
bQC07vXiaMU,11593,80,9
bPlcqDMLqm4,91274,1616,52
bOH4GYvnvN4,133461,1897,499
bO6_OBXNOwM,209203,2043,71
bNGL1wNG1gw,105098,2877,100
bLK-i7d3998,186040,6604,56
bKQm0OTRJx0,56301,1292,156
bKE66HT5gAk,1499189,62622,601
bJqdZ20dcTM,691857,9216,117
bH8Kg9xzQjE,2246,58,13
bFadrZC1VL8,31841,848,31
bE_wuidUzzM,144073,2749,34
bDDAClMibkM,4391666,77453,5524
b9EkMc79ZSU,4525325,44595,806
b8S9Gxrp-uI,1215239,21141,2175
b8ROy5G_gww,124654,1435,78
b7tp_AvS2aA,771407,18682,1845
b7f1asbYiug,256991,2688,270
b7UDGAe7jxE,54614,773,19
b7CvdoLfsec,39091,409,68
b6fHA9R2cKI,522876,3750,60
b5O3_qwFE4w,370544,16943,434
b4KvNYe-fCg,1055861,30277,368
b49QEQsNUj0,507524,10664,167
b3XtkXvPbsE,32324,675,58
b2HbyCLm0rQ,35343,116,14
b1aF-OW89RE,75434,679,9
b16BXDplJdU,2195,135,0
b0t5y2kLCnU,97597,1858,67
b01DL8DTUGM,754860,5085,125
b-rBZo8AqVI,36714,336,37
b-pq7MA2ko4,94634,966,30
b-Vk7KCYjxw,61362,430,66
axd-SR43mKE,630203,6717,133
axYAgIVfox4,159707,1659,128
awlfuF3wxdo,336811,5275,112
avwrOQzPDCM,46557,694,32
atpyjjgBhCA,482335,23473,177
atheKbEFTxc,62915,960,58
as4pZhodG5I,163871,3107,2845
arJv00qM_LM,128961,1188,35
apV1Sy9L-s4,169189,3410,304
apEH3cEW2AI,92749,618,28
aoLA8Lgwkzg,136066,1438,86
alq_5y10f-Y,59740,810,56
ajawm-V-MiE,224313,3344,314
aiHZ_wU4ktQ,787187,8578,136
ahT2DV-WURo,215031,3082,239
ae8VSst1MJA,3451858,121984,1239
ae1-zXljvPU,111595,1673,124
adTrR3NeWw8,21914,79,17
acTdxsoa428,6177889,31092,2729
abd4GaRygTg,7807028,284247,1910
aaXT9m2w7q0,420568,10442,258
aZS2KbLAy5Y,169356,2573,520
aXyW4Cuwphg,3265162,24295,782
aW_0MO-XKog,1601714,12012,540
aU_FvfdCBRk,1279445,7235,319
aTtm4A_b0ZE,107685,2968,154
aRC_wPz3X88,111584,791,57
aQfRp8pAAyk,41498,383,639
aOKlMJuqzrA,55349,1409,73
aNfhhHGifo0,104336,970,80
aN_vvRui1y4,213973,1200,28
aMVUpcV0qUs,91957,189,24
aLk4OZTWqdc,227090,729,22
aLLKqCUfANE,29605,934,128
aK3psQmIdnU,1450881,7671,1027
aK-X2d0lJ_s,4942125,76450,2597
aJHGITUpC7U,34181,834,379
aJAu0cqp2n4,405452,7532,551
aJ1OxI2IM5E,493012,3869,389
aIptN-ixASI,23356,276,69
aHYzXJo-_g0,523970,18755,196
aHMv5xR2B-I,75920,1982,478
aH6vC-BBKOc,3448811,28504,511
aGpjiRX1Smg,12430,205,39
aGm3Qo5Rcvs,1228560,11477,501
aGGBGcjdjXA,310215,4976,91
aFjv8cdWRZE,35572,1255,16
aFGm_E9UeBE,431135,8606,265
aEVO0ucZ_kE,82041,985,25
aETNYyrqNYE,1932892,41823,295
aDsSJ8Neut0,16010,251,89
aDD_2sV8ytc,289268,11050,125
aCv29JKmHNY,2668064,74540,2156
aCPjfzq5kGs,80273,1281,55
aAxuoePMvN4,421563,2994,1046
aAZac21Y9D8,451768,4830,137
a9sajQMN23k,124949,1087,46
a9Jg20Ukf4E,1827274,9194,672
a96kzME0wug,341488,14527,132
a891D5_bGY4,1142165,4321,151
a7MjNCeBNgk,52781,282,19
a6UKGhiE_Nk,1035970,20350,595
a3_owZfYVR8,3044186,45076,2039
a3WFkymCmDc,1363612,39118,1411
a2ugaDJELZ8,47998,474,39
a2nlUe0nKKw,207036,4700,159
a2W0ivtnXjY,228638,3998,104
a1nhfV2YANk,699215,5995,272
_zWNW7I2VF8,37975,1278,37
_ys9Yfrw9sM,61199,558,37
_x_F4oNlhhw,184461,6648,62
_wOojSYs6iI,39650,1613,70
_wGZc8ZjFY4,1238460,31924,9993
_wBTSss644w,516855,4714,430
_uuOSOYvZas,65779,1298,60
_rE_4_CCEgc,1640487,49430,313
_qRTgdMWrt8,6396,15,3
_pqfbJxsBuY,18026,184,88
_ot6W_7hvrM,923756,8157,351
_oDHNhPxjsM,211795,1561,134
_nF7eVZkktQ,11787,67,7
_mra1_btgRA,93464,1269,33
_mZhfeDr88A,445391,12686,155
_mKnwFSWEoM,161029,1532,224
_mEk0igEOws,622345,2340,100
_lgz4hURj40,118287,717,65
_lVmgf6vT-w,144473,1917,1263
_l3VlzFdU9w,56964,714,102
_keKdL6nOaA,186197,5348,75
_kOvUuMowVs,231942,448,40
_kDsl1e29A4,53322,1581,39
_j_ZscLSRdo,120269,1269,58
_iGDpEKhFyY,148852,3535,181
_hQ7gQNGT2Q,60982,461,55
_foGu3NNDs0,50493,1566,58
_fUYz66IVrw,148535,559,110
_ewshztlR6o,546555,491,50
_cRgYMrxuAE,1055065,11785,614
_bfqsNh6U7c,1843935,12009,475
_ZdLIUCr14s,765218,3232,305
_ZLvddzxlV8,140170,896,36
_Z9udP5HTuI,29444,698,35
_YrcTUvDR7g,59839,758,80
_X59ojaKfu4,134725,753,163
_VaCk4Fm-hM,185440,1240,135
_Usyxm9S_Jg,178350,864,34
_U2m1x5pmKM,193783,1739,125
_TFc9pprTLE,6172269,80951,1345
_SirDeht7k0,667525,13598,168
_RL3QI2Cqo4,28198,275,68
_QDKqEjCiI4,26741,613,619
_PyDQeM9bgo,511274,9707,126
_Ogn-71aeNQ,684310,11752,1003
_NwM9nFGTg0,169535,533,41
_MzbLQBeR9Y,2085009,48486,1513
_LQoM8hJS6c,221034,1290,106
_LAUBQTyE5M,364612,5108,256
_IubrZmB3tk,465029,14482,412
_ExtsF0AYMk,194807,1734,53
_EonRi0yQOE,4415375,72474,1845
_DFj5wsEKsc,177855,2306,54
_Br5Sm6sf24,1430349,30301,1394
_6tpme1xxYw,178527,3971,79
_6BqPMv4aHM,83701,2798,70
_526ntOBwAE,40604,278,9
_4pzsz2rE1k,81963,878,12
_2QsStorhIw,3237391,60178,1642
_2PyxzSH1HM,3916917,27658,708
_2Cx-fwwB48,202931,2776,61
_1DcpANmSQg,2182714,69939,898
_0231AWOhKQ,24763,390,72
_-i7MXhW6Wg,191307,3182,77
Zz_xloOMB8k,2235344,92507,426
ZybYIJtbcu0,683889,14348,1021
ZyPELpt8Lig,47756,1765,56
ZvoLlkugauE,51437,336,24
ZvmnCX5TYa0,450405,9458,826
Zv29Sjt7LnA,220484,1329,122
Zudpl3PGaL0,76942,948,70
ZuAVmd-mwM8,17420,181,4
ZsL4voedcJU,840842,14657,168
ZqtXGJUdlgk,676738,3994,232
Zoir1-_aRPg,33061,323,61
ZoR7D0Y-6j4,1481112,16315,2907
Zm3pFhdQv3g,333012,12399,241
ZkiwKfEqwQ0,231817,4101,145
ZfHBA6iFU0Y,156138,5461,680
Zf1VlpYhaMg,88964,782,26
ZcWsJoHNd4Q,287994,4135,254
ZbKDFMW8hGE,583022,3169,226
ZaQBQRKMZOw,41663,351,29
Za5744BW10o,38799,1503,1013
Z_wqAFqO8vo,631371,7468,292
Z_f2z6yHLZA,19129,259,737
Z_f0ha8Kqcc,47360,815,55
ZZo9yrBjh4M,167570,1515,68
ZYxlYS7z_A0,188442,1427,119
ZYIAhNBEbiM,575959,12644,290
ZX6MlA-CWGw,161227,7054,121
ZX2pRcBWOkA,248411,3898,139
ZWGh7si0Y50,1432756,7326,762
ZVpUZGmHJB8,2809681,13515,2149
ZVjo86OEeFc,276045,5820,76
ZTuFxHL-7X4,106257,614,45
ZTjO2zrgCRU,465396,9411,203
ZPHc_cpEP1o,67130,1985,75
ZOiPQ8nqB1s,152223,1578,60
ZOGxOQxXjdo,2091993,93591,915
ZOA_EvRvqJU,365683,7607,179
ZO8WEEemiyk,54193,648,24
ZGosoC7q_po,1936371,23307,730
ZGmoftW8flk,29290,581,607
ZEa8U7_8p90,236881,1994,294
ZDc7Zhop40I,56763,2079,83
ZDPcAkjqh0M,60733,811,186
ZCcMWxgQDSM,28202,545,228
ZCbwWw4CGrY,64679,932,55
ZCFkWDdmXG8,2040354,61463,1163
ZBMUaSB2g8o,351408,6390,659
ZAXA1DV4dtI,2807285,22230,427
ZAD3JJvMWjA,11701337,244758,2187
ZA2oYPMLCkQ,271992,9593,148
Z7KPS1f1TNM,204095,6600,52
Z6koPaImHzY,1795577,30270,794
Z4k3V4vikOY,86121,648,7402
Z3ya2YB69IY,73228,2335,40
Z3-YnPwNNHQ,1454607,55924,411
Z2_SQ6nV-Bg,309798,8979,97
Z2E4O0HIw2Q,5293,52,31
Z1mcQ6CzXo8,1237800,6957,5808
Z-yY6RmF-iE,264995,1147,36
YzKa8LFiktk,160047,7496,38
YyoSErErnCE,535190,10758,257
YxEv8Wn-3RE,49198,809,15
Ytwjm01Zd8E,111581,4006,163
YrMLuPAQaJU,383047,6114,274
Yq4_YocuVeg,336370,3581,85
Yoywf8ONgqI,91315,2048,106
YoSmPkWmG4k,659625,2539,60
Yo8cBa-Ho3k,79763,568,29
Yn6_P1UpKpI,236479,7275,153
YhUYKmYEbVQ,44922,2066,34
YgQuuprxuCQ,554213,16718,348
YfUv0VSoTJw,381955,10218,137
Yeg1t3g0rFE,5837,38,3
YdzdsWkMfVg,74142,977,21
YdL6DNBC1H0,47806,430,28
YcbIB7V_svk,123854,3750,76
YbXsrh2710I,512,6,0
YaqKPRxxaSk,902457,23123,1187
YaeDa_Uempk,2164071,18537,620
YYy4sS73fn4,311388,4565,90
YXOPxRHZctM,237758,3754,108
YXNRu2YjRRk,25220,397,5
YVUwdRZ8Ds0,37137,962,124
YUeHDRy_2As,87405,1600,45
YT9hPCuncug,104495,2445,83
YRsy_j2fn6Q,221696,4202,89
YReGA5W8AwI,205893,2925,73
YPQL8RbwckU,199733,1398,104
YOxluv8PxiQ,42234,469,11
YOv5jDFtvsI,119663,1679,55
YO5hHaJclzY,399144,6572,36
YNb5w1ERY8E,541817,10230,1066
YNYJ_BJJbzI,593418,6575,251
YMcjbYwcUrM,119468,1331,106
YLy3F5OdM_w,1780174,63853,543
YLE85olJjp8,9143487,112510,3513
YKJf876thxw,802699,38825,361
YIhmaHfauXU,184360,12325,74
YI5yEHpmXu0,298705,933,61
YHkCPHIVqzg,57912,598,90
YHcKoAMGGvY,3113230,40002,1371
YGUkiuXhAzE,772082,5276,962
YG6JJXyMbAw,168736,2351,167
YEzviTd9OZ8,183875,1457,95
YExrjQSKOUc,236475,5601,238
YES0lLXIIz4,867434,10174,259
YE6t9VaBFSA,88007,138,30
YCSo2hZRcXk,259483,6622,1217
Y9phIpEFZis,33339,726,16
Y9NX2VjZNGc,219163,2861,234
Y8PHh6EKEjo,85341,1814,170
Y7HveFHVHjA,109954,1509,26
Y7H_hZemaRE,58115,1366,66
Y6U-eMDmMoc,2137515,30650,1123
Y4StYSEaXzA,31518,246,12
Y1H9I-w6U8A,29817,602,91
Y18tYzD4Log,18204,483,494
Y0iKFD_TQjw,833809,19184,350
Y-ufZuqTd5c,5806935,52144,2721
Y-rRtM7sC5A,632739,13155,297
Xxrpg6ofwp4,21140,409,19
Xw7Aii1Fyq4,3582515,100307,737
Xva2FWNdcD0,869243,3702,174
XvUPi8lCc-0,1385,55,34
XurWEXHbydg,211716,8004,41
Xs7hDKx9Mic,125992,4096,83
XqpR_ZhAwAQ,115852,1405,87
XoAWUjHjpAs,140852,2445,392
Xo3Cnfhf9Q8,464885,4891,191
Xo-6ugVTavs,93606,897,98
XmtXC_n6X6Q,2378219,23701,768
Xm6LXg01mEw,30208,1234,204
Xm-p6aBb-rY,620241,14822,345
XlT7UQm5pfY,534742,3382,80
Xl7O4mm082o,341044,1160,68
XkwKkQJoz7I,53154,1332,17
XizJ6qB90Hs,55011,850,18
XijRv5g0QCA,251403,5063,322
XhSNFz0tOEQ,563040,19352,148
XdmlGBR80lw,89273,1917,31
XdAR-lK43YU,5983601,86361,2425
Xd8LZEaXszM,169520,4139,174
XcfoYUCoOJE,30329,622,2747
XcIuFTrLS6g,2315229,25234,665
XbNavL9tkao,4680,14,4
XbFiQJOD2Pg,29131,404,5
Xb33zXpEgCc,135623,2384,31
XatqS7MCUGc,36581,287,23
XXuBwwZvruI,1303417,12018,902
XV97sOnqTIQ,22969,409,30
XUg_lpDHN8o,770099,12421,437
XSS9kYipRLk,377237,2543,96
XSM0XZPMi00,62142,1976,62
XRrIs22plz0,420909,7361,94
XRZvxqPO9sE,533046,6741,736
XRX_BbE6L18,146663,1399,42
XMVA2r2LJPg,10643,125,4
XLlRDvSddhg,52759,939,34
XLZgpMtB6mU,416815,19292,472
XLOBZNw5S04,473599,13734,109
XLKBBaQLGo8,1067719,13314,634
XL29BUkM0jw,35642,637,116
XKgKa7mlEqE,876570,7299,736
XHYIHpOnsFs,54434,1176,21
XHHc2buSggs,26563,592,43
XGYq7UU_wfE,99340,894,10
XEJqiucxyrs,470478,8178,245
XDR7lAamYmo,2066051,854,100
XAwU3Lyn--U,313874,2271,126
XAe0EFe7D1w,51074,2638,53
XA8n14y4g3o,299452,1522,185
X8r6kdbOphc,17868,333,46
X8kvMgI5PqA,110078,1676,114
X7nRDwmasr8,6559,72,3
X6zLmSqd7Fo,328100,6585,93
X6Xebo1pngM,1172555,10218,665
X4s9n5x-kz4,14455,102,3
X4Hk1lOGWIA,167158,1623,46
X49Wf5R0wI0,608741,18935,507
X3CE9dsooV0,42320,241,109
X34TBiJjm44,10916,61,35
X1kdkjIjCb8,742624,7437,168
X1B4XQQBSv0,341793,15174,347
X-eRc9PF3TU,5882978,63421,1388
Wyl-yIQOqEY,450364,29043,330
WxyZVqgz0SI,139304,1560,24
WxXj27L5vvQ,47544,313,5
WxN0R6Pg4t0,219791,7068,232
WweCmgr7fyA,207671,232,6
Ww72e0_AbOY,524058,33253,111
WvyeapVBLWY,3368033,25244,590
WvtHSQ_Mhmg,26827,401,14
Wva0OyWVRsM,95016,2225,369
WtEGLUXY2u4,15979,171,370
WsUycrAtN7c,94641,1790,795
Ws8xplu3K-M,287177,1940,33
Ws1YIKsuTjQ,5075517,81330,1885
Wqzjb07py9s,2241181,26926,438
Wq_1BrdRY6E,95649,1672,73
WoyWvj9Pa1I,190141,669,405
WoFqmF9GHWg,469035,8788,740
Wnn2US4a-3k,8652,136,6
WlSXDaRR2bw,1579234,31266,489
WjpDEmYC2JY,84565,977,124
Wis8wu6CX9I,94444,2041,88
WiPCpUWz_WU,603466,13613,232
Wi2hbejO75s,1564220,6267,373
WechPJGpqS8,458143,13480,300
WdhvxJZDqzU,4175885,12363,1762
WdBCpnqFNew,151251,3208,142
WbV7MRBWlk8,4306467,10298,2284
W_2HL0v5vyA,31675,634,95
WZczesrBFRA,349166,1274,41
WYrittJaatM,289203,2794,113
WYf_ccNUZjI,83590,1607,370
WVb4lomKOLc,42792,1324,54
WU33jPcd4pY,210599,4189,144
WT7gn6nhsAc,378133,4759,119
WT4bnfULz2s,5113,121,2
WSt19WiQ_Xo,33146,398,24
WSGBP-Z4UXI,237999,5940,891
WO9qW20H0uM,421991,3064,627
WJyyJ7lexnM,8291161,61458,3592
WJyQAu93qYw,260632,7536,141
WJR3V3RFHr0,176579,4995,84
WIdzDWvkpL0,68032,1254,57
WIIVh7H6nvI,283398,3705,127
WI0h288usl0,1469042,54928,536
WHXxVmeGQUc,8318341,86420,2057
WGrmYHG1Kso,199743,2725,275
WFPrCVEn9xs,71421,429,52
WEx2UgYzAiA,30653,940,15
WCyXxKf7zGQ,396758,22438,201
WB6wYVCEY3w,3411623,47152,1618
W9lXBUlgbvI,498784,3578,255
W8rChpLYf_Q,40002,505,48
W6tyKjNsyns,2473995,3060,530
W6bGwLz6cNk,124824,4312,45
W66qxBlU660,119708,1020,62
W5QJW0M5pik,9030125,18064,442
W4B3gAkb1fg,480599,989,56
W3ZGt1uIWss,634,10,5
W0b6Q1pxG9g,60718,866,31
W0XnmqOPwvs,21344,181,5
W09bH1Aw8_Y,37810,62,6
W-9vb_-qzaQ,42762,476,21
W-91VCtms8o,152176,5314,264
Vz8-MGVDs2M,46054,466,151
Vyi_9Nx66-I,621132,7231,309
VyXRdH0JTi0,40170,502,72
VxfGUpsSJJY,18793,127,6
Vx_LwDiXeJE,180697,538,17
VvpoUh9gx58,190730,606,226
VtpaU2w8vgc,293389,6995,82
VtlrAlqo9u0,467840,6516,657
VtBqRai6OEM,1066753,22265,741
Vt4sbCLr8jU,8087,131,57
Vt4qQiM2Ahk,457098,2245,184
Vs1AGw3m-4U,34063,416,19
VqzK1kbx0NA,151466,2626,79
VpmveyblTKM,222549,4146,41
VplF60-o0Qk,65788,639,40
VlDGvvOMWJs,4696,11,2
VlCvg2MwgTc,51921,384,28
VkKAzUnXE7w,41811,1182,37
VkJ6ILVaf1c,16662,213,57
Vk4mU1KkSnM,39545,1272,45
Vfulbrftq1Y,473155,304,175
Vfugwq2uoa0,5344207,40575,1344
VfBSbgaqPr8,1043947,10440,209
VeabgdjjL8Y,463648,2218,273
Vc8jEhHqJVw,8336758,30896,3316
V_oNVSTYihY,40154,787,45
VZn6G0M9wNs,9089835,124619,1763
VZ2-PpXOsvw,1373336,20433,580
VYAFpdgH8oo,483545,11912,438
VX45Oz7pzEw,477474,10549,175
VWCdG8IBDPU,37710,595,38
VU-wUfsi-cA,367255,11794,121
VTwdeWME1Eg,691157,35945,210
VTg6vfyYH64,142101,4764,48
VT4YtWdK01M,1406749,11259,459
VT3PY7fmo-I,35802,288,19
VT-dwsOUv5s,812713,2317,328
VSfpA3AEKmY,1306186,12546,192
VS08cWZrlQA,373204,2313,28258
VRyP5pvMAXM,171671,3585,980
VRSJsV4JEI4,22350,197,27
VRP80i17xHo,34761,362,17
VQfcZ9Ak2nU,1435285,15350,925
VOkeLtMMU5c,97838,3329,305
VNw9DAwp2Kk,280591,8650,132
VNU8DL4D50Y,501992,25326,444
VK1mrTQd8D0,1398066,4069,106
VJpJlcyP4nA,483306,10267,2353
VJbYVgB6gXM,3111,66,4
VIuJvhSar6g,40060,1220,25
VHG00LIh0WU,679583,9152,322
VG7jXIqKg2E,51181,1617,88
VFFAxHZYB_0,1687757,35332,243
VEPJ47rZVgQ,405439,4891,1739
VE5BQ4Gj2jY,236286,6460,69
VCSJxCXE0H0,228604,2129,49
VBW3nskGmRI,732574,8079,582
VBFT9JQ5xYU,129739,354,9
VB6MiM-x71o,50457,609,20
VAoNK5v0R7o,112167,2496,43
VA3jJikjAU0,149070,2698,38
V8vd0AjdNbQ,1092504,15041,492
V8MvI6wcltI,39030,519,19
V6OkvsfZ6GE,182474,1008,68
V2onC1_QOmU,486535,5561,242
V0xv99h17QE,1217744,9500,356
V0DNuz3rt7g,990422,30530,240
V088HvtuQFg,264719,1953,98
V-yJZGQAl1U,118029,1962,71
V-xUD7pmh5I,149979,505,28
V-1KhZiQs3U,2996529,42852,2396
Uzrpo_0XSH4,705447,12701,519
Uy5LTocHmoA,52890,1014,123
Ux206izWyEk,326022,18542,127
UwYg9ppv9mk,1035598,33698,205
UqtFvSKhKmA,1028097,7954,246
Upv7IF53yhs,37870,581,59
UpYOBK_wem8,157445,2343,20
UnjOz9Nv8GQ,117659,476,20
Un1R9M9AsyY,206099,1679,20
UmWsp8rMDSY,113384,2324,2450
UlZYAi0ZCQU,208106,816,57
UksT5I1lvJM,1884158,39505,1675
Ukna66HFrug,5945,50,2
Uk6wo9cE3hE,592716,8822,491
UjHdj-vhND4,749026,34637,229
Uj7uyeaJjFQ,2175961,18740,797
Uhma0NOnfpc,43655,774,22
UftbInthsfU,154731,6970,121
Ue3eqAHHcbo,56542,2174,61
UdUbSbbp-6Y,80607,964,39
UcaeGErMVXI,174151,1713,19
UbXVg5FnJs8,127746,510,18
UbCQsA1g3K0,505608,10626,8615
UaUgqwvZofI,57721,698,32
UZb9iqtImNs,68581,760,113
UYI8bC8SdS0,250567,5663,76
UY-8G-EY2Ck,323235,3178,122
UXOG3pZfGOc,3133586,46753,3215
UW8Zyt8SF_U,3476461,31381,560
UVwYygnGkPE,202108,3321,67
UQ9GkitBkYQ,140719,594,32
UPnIbofuskU,94513,2020,110
UPFo1B81hKM,82051,1852,28
UNupzy5bVt8,283655,3974,523
UNejZgxoGS0,33162,314,30
UMRz6Hfjelo,701024,15886,357
ULntLDKJZZo,87894,1735,55
ULZGah0ux14,45601,142,21
UJzGE00wncU,1239517,9663,307
UHvNBlN3aak,2255119,108036,965
UFt16FSbrts,106052,8451,50
UDx0VLKvdoU,66644,1012,79
UCKhK-5uRr8,3163,35,3
UBvQ3KV2doM,50858,212,28
U9-uAcpo9PE,986251,10487,420
U65I8W1BS8w,45745,354,66
U3dSsNmZ0Ww,470992,9697,224
U2WK7PjeVYs,468072,6547,466
U27_ORfAiGU,54632,1283,51
U1tekbfDSjg,400906,5865,166
U1m8uLjCE3U,240332,5146,57
U1b1MJ2MZUI,117466,4210,42
U1CUOAc_zcc,106232,2767,188
U01EnbauN8c,98726,3259,48
U0-jiWeRr9g,157412,1086,48
TyrHAFN_F_k,466229,16961,139
Ty69jCYFPVk,29142,140,18
Ty34ABLXur8,217835,3138,127
Tup-5yOcJuM,5074945,60758,2253
ToToTk_od-8,51424,601,150
TlWC6Ovy6JE,59998,87,30
TlW3JLtGV9A,94610,2245,267
TlJT8gAI3sQ,34157,559,30
Tl4vplO8XNE,10715,166,7
TjuOTlf5Jb0,798723,4650,188
TiGbpbcHA9s,29105,596,110
ThPoWxpInFI,43889,535,105
TfHrp-zcRGY,165445,2022,99
TeybRkJwVq0,46485,902,48
TevcZMVRD3I,127057,1748,73
TcRjVE9hdkw,249082,8904,529
TcEz8CMYq6c,11510,73,66
T_jcl8wxSEI,286676,1227,162
TZ7gUXuUAfI,259651,6056,317
TY7HyL_Sd9s,76324,583,10
TXdBMaocR_E,411282,242,33
TXStBe7Mh-U,22666,552,131
TXBbLRRGxMc,119976,1560,41
TWnIIBEyDJE,59877,1355,123
TWKSVx1hgXo,77389,1806,15
TVeuS0-szMY,65919,725,35
TUzivQDIHkI,53866,691,67
TUY53HOdEX4,17227,105,78
TUGfraMJTZ0,165344,1164,110
TTlIGdlbTy4,367843,826,60
TS1kFsPpzoY,51360,2084,56
TOi2cJ0O1Wc,127500,3474,101
TOV06y-96-I,430757,7489,349
TMxQ9Ya5pK8,644368,29861,730
TM0Rm68vaK4,15048,136,516
TLcsrEQ0mhc,66253,588,55
TKARti6pZKs,124318,3021,48
TJiY8duVgz0,309304,1632,53
TIwccgV2whM,554937,2871,259
THK-VDKxvgI,803833,13311,2011
TGYxYEgIa70,410340,7583,180
TG1NZFz_vEM,115618,627,57
TFcP3v3d024,313464,3106,130
TFJwUwnShnA,6673196,110106,1655
TEgrH93KLgY,575020,7814,301
TEEiXFe3eIc,40796,361,43
TDnKp83IOPA,1774184,70190,788
TDYCYrVBZVs,739537,33699,107
TBSsNLkeioA,33025,399,35
TAyIrLRT-vA,278793,5920,352
TAA0hjdHKjA,36958,547,61
TA8SFENYQsM,59448,907,74
T9_0_kJzIa0,163741,2531,62
T9EyNsGp2EE,28270,938,64
T8LmEc-Vvc4,236073,5274,152
T6NyLN2uoF8,31187,698,77
T5OhkFY1PQE,2470456,23399,1081
T5JR1i8D-CU,5795,30,4
T2sOIOBgJzM,45003,759,86
T1QWDYpzWPE,88039,349,33
SylXExXHwl0,48754,2308,39
Sy8xoNncAq8,1427854,38487,557
SwWmxWK9x5s,382949,1282,60
SvzBpKHR9uw,190365,4773,132
Su9bxtBh3ug,256630,10972,77
Su8BC9V2NQg,191147,8477,104
StELPyTTYmY,121403,2002,1079
SsU_2YEFu_I,440113,13292,1219
SqhTSgCoaGk,139939,1415,120
SoNgMHeTsYk,1469035,33043,813
SoNDpltY1CY,74624,1528,33
SoKwmva-t8g,1969982,20176,4896
SnPdcA7SQeQ,146714,1553,145
SnMnjw14OGc,60750,214,12
SmoujZJYIiU,40786,610,52
SmdPZjvqyuk,759681,44936,568
SlXGWP13_u4,194208,2642,60
ShpFzvUtGwU,57598,911,9
Sg5kqygFpJg,433698,5046,333
SepeswVPDRs,78410,277,37
SeFBT4XBG5o,513621,22699,283
SdfjVYN9n7Y,244412,5722,282
SdWAyX26Tw8,83107,1945,135
SdOtvQkrNZY,665738,2987,20822
ScKPEIg62eI,707728,2046,162
Sb9R5kwkX78,33046,872,6
SZT0H7FjDwE,84376,1293,976
SYDB6skUqYw,2449381,63979,1618
SWUBRto1WZQ,2423553,18592,1098
SRwdWBZK4bU,7827,56,5
SRUm6H7hZdM,124749,5370,85
SROWDavzBrg,25727,887,52
SQJvjUsroA4,22601,473,114
SPMxyFJ76h8,257783,11832,106
SO9FtGV5lNg,247798,9873,77
SM64ZaS40Xs,1831231,49041,898
SLwEOSltObU,208067,3321,37
SLoSuW-Kwew,52753,1507,37
SKnj9pHV3eY,61378,1845,94
SHYuROYNoPA,72405,684,42
SHMpKjbcMJA,82034,535,192
SFFtNiB6fJU,137635,4991,64
SC8Eg0odTfY,159361,1668,953
SBUKITTCP3A,150098,4018,116
S82RlFIvcPE,868127,12108,397
S6Vt4Yy55os,93567,5698,149
S5qJXYNNINo,4255076,66143,1563
S5GijgZTx5E,520298,5462,88
S2LRbq2Z1KY,106678,649,35
S0hY3bHG2xg,58552,2275,61
S0Qk9N_9rTc,742445,20599,180
S-b2eEBN1TU,95566,1820,138
RwFnfC5DK8s,195,5,0
RvvVF8sEsNo,322554,4477,213
Ruyl8_PT_y8,1958570,51537,396
RshFjbjn-Vw,17538,196,63
RqYkUKcEBR4,240744,3579,63
